"shp";"diagnoosi";"vuosi";"pop";"laake";"klotsapiini";"depot";"pvm";"tarkastelujakso"
"Ahvenanmaa";1;2010;37;31;10;2;"31.10";"1 vuosi"
"Ahvenanmaa";1;2011;43;35;14;3;"31.10";"1 vuosi"
"Ahvenanmaa";1;2012;39;31;11;3;"31.10";"1 vuosi"
"Ahvenanmaa";1;2013;29;25;10;3;"31.10";"1 vuosi"
"Ahvenanmaa";1;2014;37;27;8;3;"31.10";"1 vuosi"
"Ahvenanmaa";1;2015;21;16;4;3;"31.10";"1 vuosi"
"Ahvenanmaa";1;2016;32;21;6;3;"31.10";"1 vuosi"
"Ahvenanmaa";1;2017;36;29;10;3;"31.10";"1 vuosi"
"Ahvenanmaa";1;2018;38;31;8;4;"31.10";"1 vuosi"
"Ahvenanmaa";1;2019;38;29;10;3;"31.10";"1 vuosi"
"Ahvenanmaa";2;2010;8;7;1;1;"31.10";"1 vuosi"
"Ahvenanmaa";2;2011;8;7;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";2;2012;8;6;1;NA;"31.10";"1 vuosi"
"Ahvenanmaa";2;2013;6;4;1;NA;"31.10";"1 vuosi"
"Ahvenanmaa";2;2014;12;9;2;NA;"31.10";"1 vuosi"
"Ahvenanmaa";2;2015;6;4;1;NA;"31.10";"1 vuosi"
"Ahvenanmaa";2;2016;13;10;3;NA;"31.10";"1 vuosi"
"Ahvenanmaa";2;2017;20;12;4;2;"31.10";"1 vuosi"
"Ahvenanmaa";2;2018;14;14;4;2;"31.10";"1 vuosi"
"Ahvenanmaa";2;2019;13;13;6;2;"31.10";"1 vuosi"
"Ahvenanmaa";3;2010;13;11;NA;2;"31.10";"1 vuosi"
"Ahvenanmaa";3;2011;11;6;NA;1;"31.10";"1 vuosi"
"Ahvenanmaa";3;2012;9;7;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";3;2013;9;6;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";3;2014;16;8;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";3;2015;4;4;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";3;2016;8;6;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";3;2017;14;10;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";3;2018;8;5;NA;1;"31.10";"1 vuosi"
"Ahvenanmaa";3;2019;5;5;NA;1;"31.10";"1 vuosi"
"Ahvenanmaa";4;2010;12;9;NA;1;"31.10";"1 vuosi"
"Ahvenanmaa";4;2011;8;5;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";4;2012;4;1;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";4;2013;2;2;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";4;2014;6;3;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";4;2015;5;1;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";4;2016;3;1;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";4;2017;6;4;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";4;2018;6;4;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";4;2019;5;3;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";6;2010;1;1;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";6;2011;1;1;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";6;2015;3;NA;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";6;2018;1;1;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";7;2010;9;5;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";7;2011;5;4;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";7;2012;7;5;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";7;2013;4;2;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";7;2014;4;4;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";7;2015;4;1;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";7;2016;2;2;1;NA;"31.10";"1 vuosi"
"Ahvenanmaa";7;2017;8;7;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";7;2018;10;10;NA;NA;"31.10";"1 vuosi"
"Ahvenanmaa";7;2019;9;6;NA;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";1;2010;211;175;53;41;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";1;2011;492;423;124;93;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";1;2012;625;543;162;129;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";1;2013;717;615;180;139;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";1;2014;789;658;170;158;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";1;2015;752;637;179;153;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";1;2016;743;633;186;168;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";1;2017;728;616;180;176;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";1;2018;755;632;194;190;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";1;2019;754;637;188;203;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";2;2010;24;19;3;6;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";2;2011;33;30;2;3;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";2;2012;56;47;7;5;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";2;2013;55;47;4;5;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";2;2014;47;37;3;7;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";2;2015;50;38;5;5;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";2;2016;58;46;6;9;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";2;2017;53;42;5;7;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";2;2018;58;49;6;12;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";2;2019;61;48;7;12;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";3;2010;37;28;NA;3;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";3;2011;60;40;3;8;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";3;2012;78;61;2;7;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";3;2013;102;78;2;7;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";3;2014;111;79;NA;12;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";3;2015;106;71;NA;14;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";3;2016;93;69;1;16;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";3;2017;100;71;1;11;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";3;2018;85;60;NA;8;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";3;2019;102;74;4;14;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";4;2010;20;12;NA;1;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";4;2011;34;27;1;3;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";4;2012;41;34;2;4;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";4;2013;56;41;3;3;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";4;2014;41;30;1;2;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";4;2015;41;27;1;3;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";4;2016;37;30;1;4;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";4;2017;45;32;NA;3;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";4;2018;41;31;1;4;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";4;2019;30;23;NA;2;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";5;2010;13;7;NA;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";5;2011;53;38;NA;2;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";5;2012;57;37;1;1;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";5;2013;57;39;1;1;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";5;2014;42;24;1;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";5;2015;45;25;NA;1;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";5;2016;36;23;1;2;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";5;2017;32;17;1;2;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";5;2018;35;21;NA;1;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";5;2019;34;19;NA;1;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";6;2010;2;2;2;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";6;2011;6;5;2;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";6;2012;7;6;3;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";6;2013;5;4;2;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";6;2014;7;5;1;1;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";6;2015;9;9;3;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";6;2016;7;7;2;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";6;2017;2;2;NA;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";6;2018;4;2;NA;1;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";6;2019;7;4;NA;2;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";7;2010;19;8;NA;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";7;2011;26;21;1;1;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";7;2012;33;21;4;NA;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";7;2013;46;33;4;3;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";7;2014;63;41;5;5;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";7;2015;39;25;NA;5;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";7;2016;38;22;3;2;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";7;2017;51;37;NA;3;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";7;2018;48;34;1;4;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";7;2019;54;37;2;3;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";8;2011;7;6;NA;3;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";8;2012;41;37;2;7;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";8;2013;94;67;1;15;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";8;2014;75;44;2;6;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";8;2015;67;47;2;4;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";8;2016;54;38;2;4;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";8;2017;53;38;1;5;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";8;2018;52;36;2;5;"31.10";"1 vuosi"
"Etelä-Karjalan SHP";8;2019;47;37;1;2;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";1;2010;332;286;79;47;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";1;2011;358;300;78;63;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";1;2012;531;450;119;92;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";1;2013;625;522;136;100;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";1;2014;762;645;167;130;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";1;2015;739;615;179;137;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";1;2016;724;605;180;154;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";1;2017;703;575;145;147;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";1;2018;744;596;174;148;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";1;2019;713;596;198;142;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";2;2010;38;30;5;7;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";2;2011;53;45;3;10;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";2;2012;71;61;9;14;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";2;2013;90;76;12;13;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";2;2014;117;96;18;13;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";2;2015;108;93;16;15;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";2;2016;97;82;18;11;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";2;2017;97;79;17;15;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";2;2018;105;92;21;21;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";2;2019;115;100;24;18;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";3;2010;77;62;1;11;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";3;2011;78;56;1;4;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";3;2012;107;86;1;10;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";3;2013;120;93;1;8;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";3;2014;160;121;2;15;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";3;2015;153;114;2;14;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";3;2016;152;110;1;17;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";3;2017;145;107;2;17;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";3;2018;143;102;1;20;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";3;2019;154;106;3;20;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";4;2010;38;35;NA;2;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";4;2011;36;28;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";4;2012;50;36;NA;2;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";4;2013;57;37;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";4;2014;78;56;3;2;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";4;2015;67;45;1;3;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";4;2016;70;49;NA;6;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";4;2017;70;44;1;6;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";4;2018;60;42;NA;5;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";4;2019;72;47;NA;8;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";5;2010;8;5;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";5;2011;12;10;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";5;2012;14;13;NA;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";5;2013;22;20;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";5;2014;32;18;1;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";5;2015;34;19;1;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";5;2016;31;18;1;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";5;2017;30;18;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";5;2018;22;13;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";5;2019;20;10;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";6;2010;3;3;NA;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";6;2011;2;2;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";6;2012;2;1;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";6;2013;3;3;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";6;2014;5;2;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";6;2015;7;5;NA;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";6;2016;8;8;NA;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";6;2017;8;7;NA;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";6;2018;5;3;NA;2;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";6;2019;6;4;NA;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";7;2010;31;24;NA;3;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";7;2011;47;34;1;NA;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";7;2012;59;46;1;2;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";7;2013;56;45;NA;2;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";7;2014;84;69;1;4;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";7;2015;90;66;1;5;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";7;2016;103;73;NA;11;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";7;2017;115;85;2;13;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";7;2018;123;89;NA;17;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";7;2019;138;109;2;17;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";8;2011;5;5;NA;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";8;2012;20;14;1;2;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";8;2013;27;19;1;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";8;2014;21;16;1;2;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";8;2015;14;9;NA;2;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";8;2016;18;14;1;3;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";8;2017;12;10;1;1;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";8;2018;16;15;NA;3;"31.10";"1 vuosi"
"Etelä-Pohjanmaan SHP";8;2019;16;13;NA;3;"31.10";"1 vuosi"
"Etelä-Savon SHP";1;2010;165;127;39;34;"31.10";"1 vuosi"
"Etelä-Savon SHP";1;2011;350;294;106;47;"31.10";"1 vuosi"
"Etelä-Savon SHP";1;2012;418;346;112;67;"31.10";"1 vuosi"
"Etelä-Savon SHP";1;2013;484;398;124;81;"31.10";"1 vuosi"
"Etelä-Savon SHP";1;2014;513;431;141;94;"31.10";"1 vuosi"
"Etelä-Savon SHP";1;2015;459;383;118;110;"31.10";"1 vuosi"
"Etelä-Savon SHP";1;2016;425;349;113;96;"31.10";"1 vuosi"
"Etelä-Savon SHP";1;2017;470;390;148;99;"31.10";"1 vuosi"
"Etelä-Savon SHP";1;2018;430;354;123;91;"31.10";"1 vuosi"
"Etelä-Savon SHP";1;2019;439;357;136;83;"31.10";"1 vuosi"
"Etelä-Savon SHP";2;2010;22;17;4;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";2;2011;50;40;11;4;"31.10";"1 vuosi"
"Etelä-Savon SHP";2;2012;68;52;10;9;"31.10";"1 vuosi"
"Etelä-Savon SHP";2;2013;86;70;15;10;"31.10";"1 vuosi"
"Etelä-Savon SHP";2;2014;85;72;18;9;"31.10";"1 vuosi"
"Etelä-Savon SHP";2;2015;71;58;14;7;"31.10";"1 vuosi"
"Etelä-Savon SHP";2;2016;70;51;9;9;"31.10";"1 vuosi"
"Etelä-Savon SHP";2;2017;77;60;13;7;"31.10";"1 vuosi"
"Etelä-Savon SHP";2;2018;74;64;13;14;"31.10";"1 vuosi"
"Etelä-Savon SHP";2;2019;72;56;11;13;"31.10";"1 vuosi"
"Etelä-Savon SHP";3;2010;38;29;NA;4;"31.10";"1 vuosi"
"Etelä-Savon SHP";3;2011;55;44;NA;6;"31.10";"1 vuosi"
"Etelä-Savon SHP";3;2012;61;44;1;7;"31.10";"1 vuosi"
"Etelä-Savon SHP";3;2013;92;63;1;9;"31.10";"1 vuosi"
"Etelä-Savon SHP";3;2014;88;67;1;12;"31.10";"1 vuosi"
"Etelä-Savon SHP";3;2015;72;49;1;11;"31.10";"1 vuosi"
"Etelä-Savon SHP";3;2016;69;46;1;10;"31.10";"1 vuosi"
"Etelä-Savon SHP";3;2017;61;38;1;7;"31.10";"1 vuosi"
"Etelä-Savon SHP";3;2018;57;37;3;9;"31.10";"1 vuosi"
"Etelä-Savon SHP";3;2019;62;44;NA;11;"31.10";"1 vuosi"
"Etelä-Savon SHP";4;2010;17;11;1;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";4;2011;29;21;1;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";4;2012;34;22;1;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";4;2013;39;23;2;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";4;2014;40;28;1;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";4;2015;41;30;1;2;"31.10";"1 vuosi"
"Etelä-Savon SHP";4;2016;42;32;1;2;"31.10";"1 vuosi"
"Etelä-Savon SHP";4;2017;47;37;1;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";4;2018;43;28;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";4;2019;50;39;2;4;"31.10";"1 vuosi"
"Etelä-Savon SHP";5;2010;3;2;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";5;2011;15;9;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";5;2012;12;9;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";5;2013;23;13;NA;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";5;2014;22;14;NA;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";5;2015;11;10;NA;4;"31.10";"1 vuosi"
"Etelä-Savon SHP";5;2016;11;7;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";5;2017;9;5;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";5;2018;13;8;NA;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";5;2019;15;8;NA;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";6;2010;3;3;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";6;2011;1;1;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";6;2012;2;1;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";6;2013;1;1;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";6;2014;1;1;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";6;2015;2;1;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";6;2016;3;3;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";6;2017;3;2;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";6;2018;6;6;NA;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";6;2019;12;10;NA;2;"31.10";"1 vuosi"
"Etelä-Savon SHP";7;2010;34;25;2;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";7;2011;36;26;2;2;"31.10";"1 vuosi"
"Etelä-Savon SHP";7;2012;51;30;2;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";7;2013;53;37;1;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";7;2014;59;41;2;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";7;2015;54;33;1;6;"31.10";"1 vuosi"
"Etelä-Savon SHP";7;2016;60;42;1;7;"31.10";"1 vuosi"
"Etelä-Savon SHP";7;2017;82;54;2;5;"31.10";"1 vuosi"
"Etelä-Savon SHP";7;2018;94;60;5;7;"31.10";"1 vuosi"
"Etelä-Savon SHP";7;2019;83;52;5;11;"31.10";"1 vuosi"
"Etelä-Savon SHP";8;2012;30;27;3;4;"31.10";"1 vuosi"
"Etelä-Savon SHP";8;2013;46;34;3;3;"31.10";"1 vuosi"
"Etelä-Savon SHP";8;2014;36;26;1;1;"31.10";"1 vuosi"
"Etelä-Savon SHP";8;2015;29;24;1;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";8;2016;23;19;2;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";8;2017;27;21;3;2;"31.10";"1 vuosi"
"Etelä-Savon SHP";8;2018;22;18;1;NA;"31.10";"1 vuosi"
"Etelä-Savon SHP";8;2019;22;16;NA;2;"31.10";"1 vuosi"
"Helsingin ja Uudenmaan SHP";1;2010;2668;2334;910;369;"31.10";"1 vuosi"
