"shp";"diagnoosi";"vuosi";"pop";"laake";"klotsapiini";"depot";"pvm";"tarkastelujakso"
"Pohjois-Savon SHP";8;2011;22;21;4;7;"31.10";"1 vuosi"
"Pohjois-Savon SHP";8;2012;50;44;3;9;"31.10";"1 vuosi"
"Pohjois-Savon SHP";8;2013;47;34;6;7;"31.10";"1 vuosi"
"Pohjois-Savon SHP";8;2014;53;39;4;9;"31.10";"1 vuosi"
"Pohjois-Savon SHP";8;2015;36;33;2;10;"31.10";"1 vuosi"
"Pohjois-Savon SHP";8;2016;28;24;NA;8;"31.10";"1 vuosi"
"Pohjois-Savon SHP";8;2017;22;16;NA;8;"31.10";"1 vuosi"
"Pohjois-Savon SHP";8;2018;17;14;NA;5;"31.10";"1 vuosi"
"Pohjois-Savon SHP";8;2019;9;6;NA;1;"31.10";"1 vuosi"
"Satakunnan SHP";1;2010;500;451;148;100;"31.10";"1 vuosi"
"Satakunnan SHP";1;2011;554;477;139;107;"31.10";"1 vuosi"
"Satakunnan SHP";1;2012;621;525;150;112;"31.10";"1 vuosi"
"Satakunnan SHP";1;2013;670;569;167;132;"31.10";"1 vuosi"
"Satakunnan SHP";1;2014;787;658;222;134;"31.10";"1 vuosi"
"Satakunnan SHP";1;2015;714;590;201;115;"31.10";"1 vuosi"
"Satakunnan SHP";1;2016;661;543;190;119;"31.10";"1 vuosi"
"Satakunnan SHP";1;2017;703;572;191;131;"31.10";"1 vuosi"
"Satakunnan SHP";1;2018;696;574;189;116;"31.10";"1 vuosi"
"Satakunnan SHP";1;2019;678;546;195;116;"31.10";"1 vuosi"
"Satakunnan SHP";2;2010;83;71;11;13;"31.10";"1 vuosi"
"Satakunnan SHP";2;2011;81;72;15;8;"31.10";"1 vuosi"
"Satakunnan SHP";2;2012;85;70;15;10;"31.10";"1 vuosi"
"Satakunnan SHP";2;2013;98;76;17;15;"31.10";"1 vuosi"
"Satakunnan SHP";2;2014;101;72;11;9;"31.10";"1 vuosi"
"Satakunnan SHP";2;2015;72;53;8;11;"31.10";"1 vuosi"
"Satakunnan SHP";2;2016;77;64;8;11;"31.10";"1 vuosi"
"Satakunnan SHP";2;2017;89;65;11;11;"31.10";"1 vuosi"
"Satakunnan SHP";2;2018;86;62;8;9;"31.10";"1 vuosi"
"Satakunnan SHP";2;2019;84;65;12;8;"31.10";"1 vuosi"
"Satakunnan SHP";3;2010;89;63;3;14;"31.10";"1 vuosi"
"Satakunnan SHP";3;2011;95;67;2;6;"31.10";"1 vuosi"
"Satakunnan SHP";3;2012;90;61;1;4;"31.10";"1 vuosi"
"Satakunnan SHP";3;2013;92;64;2;7;"31.10";"1 vuosi"
"Satakunnan SHP";3;2014;102;69;2;8;"31.10";"1 vuosi"
"Satakunnan SHP";3;2015;92;62;1;7;"31.10";"1 vuosi"
"Satakunnan SHP";3;2016;92;68;4;5;"31.10";"1 vuosi"
"Satakunnan SHP";3;2017;118;87;3;4;"31.10";"1 vuosi"
"Satakunnan SHP";3;2018;116;84;3;5;"31.10";"1 vuosi"
"Satakunnan SHP";3;2019;104;71;2;7;"31.10";"1 vuosi"
"Satakunnan SHP";4;2010;42;36;NA;1;"31.10";"1 vuosi"
"Satakunnan SHP";4;2011;38;26;NA;2;"31.10";"1 vuosi"
"Satakunnan SHP";4;2012;49;32;1;3;"31.10";"1 vuosi"
"Satakunnan SHP";4;2013;54;39;1;3;"31.10";"1 vuosi"
"Satakunnan SHP";4;2014;65;41;2;4;"31.10";"1 vuosi"
"Satakunnan SHP";4;2015;63;39;2;7;"31.10";"1 vuosi"
"Satakunnan SHP";4;2016;51;35;NA;3;"31.10";"1 vuosi"
"Satakunnan SHP";4;2017;73;41;NA;1;"31.10";"1 vuosi"
"Satakunnan SHP";4;2018;65;39;1;1;"31.10";"1 vuosi"
"Satakunnan SHP";4;2019;62;39;1;3;"31.10";"1 vuosi"
"Satakunnan SHP";5;2010;24;21;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";5;2011;24;18;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";5;2012;28;23;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";5;2013;23;15;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";5;2014;35;26;1;NA;"31.10";"1 vuosi"
"Satakunnan SHP";5;2015;31;18;NA;1;"31.10";"1 vuosi"
"Satakunnan SHP";5;2016;25;18;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";5;2017;25;17;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";5;2018;25;18;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";5;2019;16;8;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";6;2010;3;3;1;NA;"31.10";"1 vuosi"
"Satakunnan SHP";6;2011;6;5;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";6;2012;5;3;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";6;2013;4;2;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";6;2014;9;5;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";6;2015;9;7;1;NA;"31.10";"1 vuosi"
"Satakunnan SHP";6;2016;6;4;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";6;2017;6;3;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";6;2018;8;4;NA;1;"31.10";"1 vuosi"
"Satakunnan SHP";6;2019;9;3;NA;NA;"31.10";"1 vuosi"
"Satakunnan SHP";7;2010;89;69;2;8;"31.10";"1 vuosi"
"Satakunnan SHP";7;2011;101;67;4;10;"31.10";"1 vuosi"
"Satakunnan SHP";7;2012;110;72;3;8;"31.10";"1 vuosi"
"Satakunnan SHP";7;2013;99;67;2;8;"31.10";"1 vuosi"
"Satakunnan SHP";7;2014;139;94;1;9;"31.10";"1 vuosi"
"Satakunnan SHP";7;2015;126;82;1;6;"31.10";"1 vuosi"
"Satakunnan SHP";7;2016;107;73;1;12;"31.10";"1 vuosi"
"Satakunnan SHP";7;2017;121;69;2;7;"31.10";"1 vuosi"
"Satakunnan SHP";7;2018;125;88;4;10;"31.10";"1 vuosi"
"Satakunnan SHP";7;2019;129;92;3;9;"31.10";"1 vuosi"
"Satakunnan SHP";8;2012;18;14;2;5;"31.10";"1 vuosi"
"Satakunnan SHP";8;2013;17;12;2;3;"31.10";"1 vuosi"
"Satakunnan SHP";8;2014;19;11;1;4;"31.10";"1 vuosi"
"Satakunnan SHP";8;2015;24;12;1;5;"31.10";"1 vuosi"
"Satakunnan SHP";8;2016;12;10;NA;5;"31.10";"1 vuosi"
"Satakunnan SHP";8;2017;6;6;NA;3;"31.10";"1 vuosi"
"Satakunnan SHP";8;2018;7;4;NA;2;"31.10";"1 vuosi"
"Satakunnan SHP";8;2019;3;2;NA;1;"31.10";"1 vuosi"
"Tieto puuttuu";1;2015;1;NA;NA;NA;"31.10";"1 vuosi"
"Tuntematon";1;2012;2;2;NA;1;"31.10";"1 vuosi"
"Tuntematon";1;2013;3;2;NA;1;"31.10";"1 vuosi"
"Tuntematon";1;2014;2;1;NA;NA;"31.10";"1 vuosi"
"Tuntematon";1;2016;4;2;1;NA;"31.10";"1 vuosi"
"Tuntematon";3;2013;1;1;NA;NA;"31.10";"1 vuosi"
"Tuntematon";3;2019;1;1;NA;1;"31.10";"1 vuosi"
"Tuntematon";4;2010;1;1;NA;NA;"31.10";"1 vuosi"
"Tuntematon";4;2011;2;NA;NA;NA;"31.10";"1 vuosi"
"Tuntematon";4;2014;1;1;1;NA;"31.10";"1 vuosi"
"Tuntematon";7;2012;1;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";1;2010;4;2;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";1;2011;4;3;1;NA;"31.10";"1 vuosi"
"Ulkomaat";1;2012;2;1;1;NA;"31.10";"1 vuosi"
"Ulkomaat";1;2013;3;2;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";1;2014;8;3;1;NA;"31.10";"1 vuosi"
"Ulkomaat";1;2015;4;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";1;2016;5;2;1;NA;"31.10";"1 vuosi"
"Ulkomaat";1;2017;7;2;1;NA;"31.10";"1 vuosi"
"Ulkomaat";1;2018;2;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";1;2019;6;3;NA;2;"31.10";"1 vuosi"
"Ulkomaat";2;2013;2;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";2;2014;3;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";2;2015;2;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";2;2016;5;3;NA;1;"31.10";"1 vuosi"
"Ulkomaat";2;2017;3;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";2;2018;1;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";2;2019;1;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";3;2010;1;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";3;2012;1;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";3;2013;1;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";3;2016;1;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";3;2017;2;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";3;2018;1;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";3;2019;1;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";4;2010;2;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";4;2011;2;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";4;2012;1;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";4;2013;1;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";4;2015;2;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";4;2016;2;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";4;2019;1;1;NA;1;"31.10";"1 vuosi"
"Ulkomaat";5;2012;1;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";5;2016;2;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";5;2017;1;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";5;2018;1;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";6;2015;1;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";6;2016;2;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";6;2017;1;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";6;2018;1;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";7;2010;2;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";7;2011;3;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";7;2012;4;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";7;2013;2;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";7;2014;2;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";7;2015;3;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";7;2016;4;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";7;2017;4;NA;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";7;2018;5;1;NA;NA;"31.10";"1 vuosi"
"Ulkomaat";8;2012;1;NA;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";1;2010;400;360;92;53;"31.10";"1 vuosi"
"Vaasan SHP";1;2011;384;314;79;53;"31.10";"1 vuosi"
"Vaasan SHP";1;2012;387;307;89;39;"31.10";"1 vuosi"
"Vaasan SHP";1;2013;379;309;96;33;"31.10";"1 vuosi"
"Vaasan SHP";1;2014;442;359;108;42;"31.10";"1 vuosi"
"Vaasan SHP";1;2015;487;395;137;49;"31.10";"1 vuosi"
"Vaasan SHP";1;2016;537;429;158;61;"31.10";"1 vuosi"
"Vaasan SHP";1;2017;555;462;173;72;"31.10";"1 vuosi"
"Vaasan SHP";1;2018;536;427;144;62;"31.10";"1 vuosi"
"Vaasan SHP";1;2019;493;398;138;73;"31.10";"1 vuosi"
"Vaasan SHP";2;2010;67;61;9;6;"31.10";"1 vuosi"
"Vaasan SHP";2;2011;55;39;4;3;"31.10";"1 vuosi"
"Vaasan SHP";2;2012;61;46;5;2;"31.10";"1 vuosi"
"Vaasan SHP";2;2013;44;37;7;3;"31.10";"1 vuosi"
"Vaasan SHP";2;2014;66;55;9;5;"31.10";"1 vuosi"
"Vaasan SHP";2;2015;64;50;9;5;"31.10";"1 vuosi"
"Vaasan SHP";2;2016;59;48;11;7;"31.10";"1 vuosi"
"Vaasan SHP";2;2017;60;48;11;6;"31.10";"1 vuosi"
"Vaasan SHP";2;2018;76;60;14;9;"31.10";"1 vuosi"
"Vaasan SHP";2;2019;61;46;13;7;"31.10";"1 vuosi"
"Vaasan SHP";3;2010;51;39;1;1;"31.10";"1 vuosi"
"Vaasan SHP";3;2011;42;32;2;1;"31.10";"1 vuosi"
"Vaasan SHP";3;2012;54;37;3;4;"31.10";"1 vuosi"
"Vaasan SHP";3;2013;41;26;1;NA;"31.10";"1 vuosi"
"Vaasan SHP";3;2014;51;31;1;NA;"31.10";"1 vuosi"
"Vaasan SHP";3;2015;53;39;2;NA;"31.10";"1 vuosi"
"Vaasan SHP";3;2016;56;41;1;5;"31.10";"1 vuosi"
"Vaasan SHP";3;2017;62;48;2;2;"31.10";"1 vuosi"
"Vaasan SHP";3;2018;51;35;3;5;"31.10";"1 vuosi"
"Vaasan SHP";3;2019;58;41;2;8;"31.10";"1 vuosi"
"Vaasan SHP";4;2010;42;23;2;1;"31.10";"1 vuosi"
"Vaasan SHP";4;2011;46;33;NA;1;"31.10";"1 vuosi"
"Vaasan SHP";4;2012;39;28;NA;2;"31.10";"1 vuosi"
"Vaasan SHP";4;2013;35;23;NA;1;"31.10";"1 vuosi"
"Vaasan SHP";4;2014;46;29;NA;3;"31.10";"1 vuosi"
"Vaasan SHP";4;2015;56;42;NA;2;"31.10";"1 vuosi"
"Vaasan SHP";4;2016;76;49;NA;1;"31.10";"1 vuosi"
"Vaasan SHP";4;2017;65;46;NA;2;"31.10";"1 vuosi"
"Vaasan SHP";4;2018;65;45;NA;3;"31.10";"1 vuosi"
"Vaasan SHP";4;2019;60;46;NA;2;"31.10";"1 vuosi"
"Vaasan SHP";5;2010;14;6;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";5;2011;11;5;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";5;2012;6;3;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";5;2013;2;1;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";5;2014;3;2;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";5;2015;2;1;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";5;2016;3;1;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";5;2017;4;NA;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";5;2018;4;1;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";5;2019;5;2;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";6;2010;6;5;1;NA;"31.10";"1 vuosi"
"Vaasan SHP";6;2011;5;5;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";6;2012;5;5;1;NA;"31.10";"1 vuosi"
"Vaasan SHP";6;2013;4;4;2;NA;"31.10";"1 vuosi"
"Vaasan SHP";6;2014;5;3;1;NA;"31.10";"1 vuosi"
"Vaasan SHP";6;2015;5;3;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";6;2016;5;2;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";6;2017;7;4;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";6;2018;7;5;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";6;2019;8;3;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";7;2010;25;20;NA;1;"31.10";"1 vuosi"
"Vaasan SHP";7;2011;37;26;NA;1;"31.10";"1 vuosi"
"Vaasan SHP";7;2012;33;25;NA;1;"31.10";"1 vuosi"
"Vaasan SHP";7;2013;25;15;NA;3;"31.10";"1 vuosi"
"Vaasan SHP";7;2014;26;18;1;1;"31.10";"1 vuosi"
"Vaasan SHP";7;2015;45;29;NA;1;"31.10";"1 vuosi"
"Vaasan SHP";7;2016;48;31;1;4;"31.10";"1 vuosi"
"Vaasan SHP";7;2017;54;40;1;4;"31.10";"1 vuosi"
"Vaasan SHP";7;2018;65;40;2;2;"31.10";"1 vuosi"
"Vaasan SHP";7;2019;81;55;3;6;"31.10";"1 vuosi"
"Vaasan SHP";8;2016;1;NA;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";8;2017;1;NA;NA;NA;"31.10";"1 vuosi"
"Vaasan SHP";8;2019;1;NA;NA;NA;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";1;2010;808;704;157;159;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";1;2011;1077;926;213;247;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";1;2012;1474;1268;331;321;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";1;2013;1622;1366;388;316;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";1;2014;1583;1317;378;322;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";1;2015;1517;1267;361;320;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";1;2016;1522;1246;353;337;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";1;2017;1538;1267;366;367;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";1;2018;1545;1259;377;363;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";1;2019;1499;1230;372;358;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";2;2010;119;104;4;8;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";2;2011;140;117;8;21;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";2;2012;193;166;21;24;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";2;2013;217;177;19;25;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";2;2014;212;172;22;27;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";2;2015;218;172;25;35;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";2;2016;221;184;25;38;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";2;2017;234;192;27;39;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";2;2018;233;188;31;54;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";2;2019;225;183;29;53;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";3;2010;158;113;1;17;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";3;2011;205;141;4;14;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";3;2012;249;161;5;12;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";3;2013;279;185;4;13;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";3;2014;265;182;5;16;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";3;2015;292;187;8;15;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";3;2016;275;180;7;16;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";3;2017;284;174;9;18;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";3;2018;313;204;10;25;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";3;2019;330;209;10;27;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";4;2010;107;84;2;7;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";4;2011;116;87;1;6;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";4;2012;144;98;1;7;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";4;2013;172;110;2;7;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";4;2014;182;109;4;11;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";4;2015;195;131;2;11;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";4;2016;211;134;3;18;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";4;2017;222;132;2;18;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";4;2018;222;156;6;26;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";4;2019;224;155;5;28;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2010;40;30;NA;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2011;42;33;1;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2012;62;46;2;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2013;70;46;2;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2014;63;35;3;NA;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2015;46;30;3;2;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2016;52;33;2;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2017;53;33;2;NA;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2018;42;24;2;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2019;36;23;1;2;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2010;4;4;NA;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2011;6;5;1;NA;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2012;6;5;1;NA;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2013;8;6;2;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2014;11;9;3;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2015;10;8;NA;2;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2016;14;12;1;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2017;15;10;2;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2018;13;8;1;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2019;16;15;3;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2010;123;75;7;5;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2011;135;86;8;8;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2012;177;127;5;6;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2013;175;119;8;10;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2014;206;124;8;11;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2015;221;146;11;17;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2016;267;182;9;26;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2017;303;195;10;35;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2018;325;216;8;34;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2019;336;211;14;35;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2011;18;14;NA;7;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2012;31;21;NA;5;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2013;47;33;NA;5;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2014;47;32;1;4;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2015;56;39;1;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2016;45;34;NA;4;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2017;35;25;NA;4;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2018;17;14;NA;2;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2019;22;15;NA;3;"31.10";"1 vuosi"
NA;7;2017;1;NA;NA;NA;"31.10";"1 vuosi"
NA;NA;2010;230;27;5;8;"31.10";"1 vuosi"
NA;NA;2011;446;131;11;27;"31.10";"1 vuosi"
NA;NA;2012;617;182;16;53;"31.10";"1 vuosi"
NA;NA;2013;690;180;16;55;"31.10";"1 vuosi"
NA;NA;2014;714;189;23;52;"31.10";"1 vuosi"
NA;NA;2015;675;141;21;42;"31.10";"1 vuosi"
NA;NA;2016;706;154;25;38;"31.10";"1 vuosi"
NA;NA;2017;747;139;19;43;"31.10";"1 vuosi"
NA;NA;2018;790;153;26;38;"31.10";"1 vuosi"
NA;NA;2019;750;123;16;37;"31.10";"1 vuosi"
